0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,target
-8.2,-6.6,-9.4,-6.6,-5.6,-8.0,-8.0,-8.8,-6.6,-8.2,-9.4,-8.8,-6.6,-8.8,-8.2,0
-9.4,-8.2,-5.6,-8.2,-8.8,-8.0,-5.6,-6.6,-8.0,-6.6,-10.9,-9.4,-8.8,-10.9,-6.6,0
-6.6,-6.6,-10.9,-10.5,-11.8,-9.4,-8.8,-8.2,-6.6,-9.4,-6.6,-5.6,-8.0,-8.2,-8.8,0
-6.6,-8.8,-9.4,-6.6,-8.0,-8.2,-9.4,-8.2,-8.8,-8.0,-8.0,-5.6,-8.8,-10.9,-6.6,0
-5.6,-8.0,-8.2,-9.4,-8.8,-10.9,-11.8,-8.8,-5.6,-6.6,-5.6,-6.6,-5.6,-8.8,-6.6,0
-8.2,-9.4,-8.8,-6.6,-8.8,-11.8,-8.8,-6.6,-9.4,-8.0,-8.8,-8.2,-5.6,-8.8,-11.8,0
-8.0,-8.0,-8.8,-6.6,-6.6,-8.0,-5.6,-8.8,-11.8,-8.8,-5.6,-8.2,-10.9,-10.9,-8.8,0
-8.8,-6.6,-6.6,-5.6,-6.6,-9.4,-8.2,-9.4,-11.8,-10.9,-8.8,-6.6,-10.9,-10.5,-6.6,0
-6.6,-5.6,-8.0,-8.2,-10.9,-8.8,-5.6,-8.0,-6.6,-8.0,-8.0,-8.0,-6.6,-9.4,-8.0,0
-8.0,-8.2,-8.8,-5.6,-8.0,-8.2,-10.9,-10.5,-8.2,-6.6,-10.5,-6.6,-6.6,-8.0,-5.6,0
-8.0,-8.8,-11.8,-9.4,-8.0,-8.2,-8.8,-8.0,-9.4,-8.2,-5.6,-8.2,-10.9,-8.8,-5.6,0
-8.2,-9.4,-6.6,-8.0,-6.6,-9.4,-8.0,-8.0,-6.6,-6.6,-10.5,-10.9,-8.2,-5.6,-8.2,0
-8.2,-5.6,-8.2,-10.5,-8.2,-9.4,-11.8,-8.8,-8.0,-6.6,-10.9,-8.8,-6.6,-10.5,-10.9,0
-6.6,-8.0,-8.0,-8.0,-6.6,-8.8,-9.4,-6.6,-8.0,-8.2,-10.5,-8.2,-5.6,-8.8,-6.6,0
-9.4,-11.8,-10.5,-6.6,-8.8,-6.6,-8.2,-10.5,-8.2,-5.6,-8.8,-6.6,-6.6,-6.6,-8.8,0
-8.8,-5.6,-8.2,-10.5,-6.6,-8.0,-8.0,-6.6,-6.6,-10.9,-8.8,-8.0,-5.6,-8.0,-8.0,0
-8.2,-9.4,-8.0,-6.6,-5.6,-8.2,-8.8,-9.4,-6.6,-6.6,-5.6,-8.0,-8.8,-8.2,-6.6,0
-6.6,-8.0,-6.6,-8.0,-5.6,-8.0,-8.2,-10.5,-10.9,-6.6,-6.6,-9.4,-8.2,-8.0,-8.0,0
-10.5,-10.9,-10.9,-6.6,-6.6,-5.6,-8.0,-6.6,-9.4,-8.2,-8.0,-6.6,-9.4,-6.6,-5.6,0
-5.6,-8.8,-6.6,-6.6,-8.0,-8.0,-6.6,-10.9,-8.8,-5.6,-8.0,-6.6,-9.4,-11.8,-8.8,0
-9.4,-11.8,-10.9,-8.8,-5.6,-8.8,-8.2,-5.6,-6.6,-6.6,-9.4,-8.8,-8.2,-8.0,-8.0,0
-9.4,-8.0,-8.8,-8.2,-8.0,-6.6,-9.4,-8.0,-8.0,-6.6,-8.0,-8.0,-5.6,-6.6,-8.0,0
-8.8,-5.6,-6.6,-8.0,-8.0,-5.6,-8.0,-8.0,-8.8,-6.6,-8.0,-8.0,-6.6,-5.6,-6.6,0
-6.6,-9.4,-8.0,-8.0,-8.2,-8.8,-5.6,-8.8,-11.8,-10.5,-10.9,-10.9,-8.2,-8.0,-8.0,0
-6.6,-8.8,-5.6,-8.0,-8.0,-8.2,-10.9,-8.8,-8.0,-9.4,-6.6,-8.8,-8.2,-9.4,-6.6,0
-8.8,-11.8,-9.4,-6.6,-8.0,-5.6,-8.2,-8.8,-9.4,-8.2,-5.6,-6.6,-8.0,-8.0,-5.6,0
-9.4,-8.0,-6.6,-5.6,-8.2,-8.8,-5.6,-8.0,-8.0,-6.6,-9.4,-8.2,-8.0,-5.6,-8.8,0
-8.0,-6.6,-9.4,-6.6,-9.4,-8.2,-5.6,-6.6,-8.0,-5.6,-8.0,-6.6,-5.6,-6.6,-5.6,0
-6.6,-6.6,-5.6,-8.8,-6.6,-6.6,-8.0,-9.4,-6.6,-6.6,-9.4,-8.2,-5.6,-8.0,-8.0,0
-6.6,-6.6,-9.4,-6.6,-8.0,-8.2,-10.9,-9.4,-8.2,-8.8,-9.4,-11.8,-10.5,-6.6,-8.2,0
-5.6,-6.6,-5.6,-8.2,-9.4,-8.8,-6.6,-6.6,-5.6,-8.0,-8.2,-9.4,-8.0,-8.8,-8.2,0
-8.2,-9.4,-8.8,-6.6,-6.6,-8.0,-8.0,-6.6,-10.5,-10.9,-8.2,-8.0,-8.0,-5.6,-8.0,0
-8.8,-8.0,-5.6,-8.8,-6.6,-6.6,-8.0,-9.4,-6.6,-8.0,-8.0,-6.6,-6.6,-9.4,-6.6,0
-6.6,-10.5,-8.2,-5.6,-6.6,-6.6,-10.5,-11.8,-10.5,-8.2,-5.6,-8.0,-6.6,-8.0,-6.6,0
-6.6,-5.6,-8.0,-8.8,-8.2,-5.6,-8.2,-10.9,-10.9,-10.9,-8.8,-6.6,-9.4,-8.8,-11.8,0
-9.4,-10.9,-6.6,-6.6,-5.6,-6.6,-6.6,-8.8,-8.0,-9.4,-11.8,-8.8,-9.4,-10.9,-6.6,0
-8.0,-8.0,-6.6,-10.9,-9.4,-8.8,-11.8,-10.9,-10.9,-8.8,-9.4,-6.6,-6.6,-9.4,-10.9,0
-9.4,-6.6,-8.0,-8.8,-11.8,-8.8,-6.6,-10.9,-10.5,-11.8,-8.8,-8.0,-6.6,-10.5,-8.2,0
-5.6,-6.6,-8.0,-8.0,-5.6,-8.0,-8.2,-8.8,-9.4,-6.6,-8.0,-6.6,-6.6,-10.9,-10.5,0
-8.0,-5.6,-8.8,-10.9,-8.2,-9.4,-6.6,-8.8,-8.2,-5.6,-8.8,-10.9,-6.6,-6.6,-5.6,0
-9.4,-8.0,-8.0,-8.2,-9.4,-8.2,-8.8,-9.4,-8.2,-8.0,-8.0,-6.6,-8.8,-9.4,-8.2,0
-5.6,-8.0,-6.6,-8.0,-6.6,-9.4,-8.0,-8.0,-6.6,-5.6,-8.8,-6.6,-8.0,-8.0,-8.0,0
-6.6,-10.9,-8.8,-8.0,-6.6,-8.8,-8.0,-6.6,-9.4,-8.8,-10.9,-6.6,-8.8,-6.6,-8.2,0
-9.4,-8.8,-10.9,-11.8,-8.8,-8.0,-8.0,-6.6,-8.8,-5.6,-8.2,-9.4,-8.2,-8.8,-9.4,0
-6.6,-8.8,-9.4,-6.6,-8.8,-11.8,-8.8,-5.6,-8.0,-8.0,-6.6,-9.4,-8.2,-5.6,-8.8,0
-8.8,-6.6,-10.9,-10.5,-8.2,-6.6,-8.8,-9.4,-11.8,-9.4,-6.6,-5.6,-8.8,-10.9,-10.9,0
-11.8,-9.4,-8.8,-11.8,-10.9,-10.5,-10.9,-8.2,-8.0,-8.0,-5.6,-8.8,-11.8,-8.8,-6.6,0
-6.6,-9.4,-8.2,-8.8,-5.6,-8.8,-11.8,-8.8,-5.6,-8.0,-8.8,-8.2,-9.4,-8.2,-5.6,0
-11.8,-10.9,-10.5,-8.2,-8.0,-5.6,-8.0,-8.2,-9.4,-8.0,-8.0,-8.2,-10.9,-9.4,-6.6,0
-6.6,-10.9,-9.4,-8.0,-8.8,-8.2,-6.6,-9.4,-6.6,-6.6,-8.8,-5.6,-8.0,-8.8,-11.8,0
-8.2,-5.6,-8.8,-8.2,-9.4,-6.6,-8.0,-8.0,-8.0,-8.0,-8.8,-11.8,-9.4,-8.0,-6.6,0
-8.0,-8.2,-9.4,-8.0,-8.8,-6.6,-8.8,-10.9,-10.9,-6.6,-6.6,-8.0,-5.6,-8.0,-6.6,0
-8.0,-6.6,-5.6,-8.0,-8.0,-6.6,-8.0,-9.4,-10.9,-6.6,-8.0,-8.2,-10.5,-10.9,-6.6,0
-10.9,-8.8,-9.4,-6.6,-8.8,-6.6,-6.6,-8.0,-5.6,-8.0,-8.0,-6.6,-9.4,-8.2,-8.0,0
-5.6,-6.6,-9.4,-8.2,-6.6,-9.4,-6.6,-6.6,-9.4,-6.6,-5.6,-6.6,-5.6,-8.8,-10.9,0
-5.6,-6.6,-8.0,-8.0,-5.6,-8.8,-8.2,-6.6,-8.8,-8.0,-9.4,-6.6,-6.6,-6.6,-10.9,0
-9.4,-8.0,-6.6,-8.0,-8.0,-8.0,-9.4,-8.2,-8.0,-6.6,-10.5,-11.8,-8.8,-8.0,-8.0,0
-5.6,-8.8,-10.9,-6.6,-8.2,-9.4,-6.6,-5.6,-8.8,-10.9,-6.6,-8.0,-8.8,-6.6,-8.8,0
-5.6,-6.6,-6.6,-10.5,-6.6,-6.6,-8.0,-5.6,-6.6,-5.6,-8.0,-8.2,-8.8,-5.6,-8.2,0
-8.2,-8.8,-6.6,-10.5,-11.8,-8.8,-8.0,-6.6,-10.9,-9.4,-8.2,-10.9,-10.9,-8.8,-5.6,0
-8.8,-6.6,-6.6,-8.0,-5.6,-6.6,-5.6,-6.6,-9.4,-10.9,-10.9,-8.2,-5.6,-8.0,-8.8,0
-9.4,-11.8,-9.4,-8.0,-8.2,-8.8,-5.6,-8.0,-8.8,-6.6,-8.8,-6.6,-8.0,-6.6,-8.0,0
-6.6,-9.4,-10.9,-6.6,-6.6,-5.6,-8.8,-8.2,-8.0,-6.6,-10.5,-8.2,-8.0,-8.0,-5.6,0
-5.6,-8.8,-6.6,-6.6,-8.0,-6.6,-10.5,-8.2,-8.0,-6.6,-8.8,-9.4,-6.6,-8.2,-10.9,0
-5.6,-8.0,-8.2,-8.8,-8.0,-8.0,-8.0,-9.4,-11.8,-9.4,-8.0,-6.6,-6.6,-9.4,-8.0,0
-8.8,-5.6,-8.0,-8.0,-6.6,-8.0,-5.6,-6.6,-6.6,-8.8,-8.0,-8.0,-6.6,-9.4,-8.8,0
-9.4,-8.2,-8.8,-8.0,-5.6,-6.6,-9.4,-11.8,-9.4,-6.6,-5.6,-8.0,-6.6,-8.0,-8.0,0
-9.4,-8.0,-6.6,-8.0,-8.0,-5.6,-8.8,-8.2,-5.6,-8.0,-8.8,-11.8,-10.5,-8.2,-5.6,0
-6.6,-8.8,-6.6,-8.8,-8.2,-8.0,-5.6,-6.6,-8.0,-8.0,-6.6,-9.4,-8.0,-8.2,-9.4,0
-8.2,-5.6,-8.0,-8.2,-8.8,-6.6,-9.4,-8.2,-10.9,-9.4,-8.8,-6.6,-8.0,-8.0,-6.6,0
-8.0,-8.8,-8.2,-8.0,-6.6,-8.8,-5.6,-6.6,-6.6,-10.5,-11.8,-8.8,-6.6,-9.4,-8.0,0
-6.6,-5.6,-8.0,-8.0,-8.0,-8.0,-8.8,-6.6,-6.6,-6.6,-9.4,-8.0,-6.6,-6.6,-9.4,0
-6.6,-8.2,-10.5,-10.9,-10.9,-11.8,-9.4,-8.2,-10.9,-8.8,-5.6,-6.6,-5.6,-8.0,-6.6,0
-5.6,-8.0,-8.0,-8.0,-8.2,-10.5,-10.9,-10.9,-8.2,-6.6,-10.9,-8.8,-9.4,-6.6,-8.2,0
-6.6,-9.4,-8.0,-8.0,-6.6,-5.6,-8.2,-9.4,-8.0,-8.0,-6.6,-9.4,-11.8,-8.8,-5.6,0
-11.8,-8.8,-9.4,-10.9,-6.6,-6.6,-9.4,-8.2,-5.6,-8.0,-8.2,-8.8,-8.0,-5.6,-8.0,0
-8.0,-6.6,-5.6,-8.8,-6.6,-8.8,-10.9,-8.2,-5.6,-8.0,-8.2,-9.4,-8.8,-11.8,-9.4,0
-8.0,-8.8,-8.2,-5.6,-8.0,-8.0,-8.8,-8.2,-8.0,-8.0,-9.4,-8.2,-6.6,-10.5,-6.6,0
-8.0,-8.0,-9.4,-6.6,-8.0,-8.8,-6.6,-6.6,-5.6,-8.0,-8.2,-8.8,-5.6,-8.8,-10.9,0
-6.6,-5.6,-8.2,-8.8,-8.0,-6.6,-8.8,-5.6,-6.6,-9.4,-11.8,-8.8,-8.0,-8.0,-5.6,0
-6.6,-8.0,-8.0,-6.6,-10.9,-9.4,-8.2,-10.9,-8.8,-6.6,-8.8,-5.6,-8.2,-10.5,-10.9,0
-6.6,-8.0,-6.6,-10.5,-11.8,-10.9,-8.8,-9.4,-11.8,-10.5,-6.6,-8.8,-6.6,-6.6,-6.6,0
-6.6,-8.2,-8.8,-6.6,-10.5,-10.9,-6.6,-8.2,-10.9,-9.4,-8.0,-8.2,-9.4,-8.2,-10.9,0
-10.5,-8.2,-9.4,-6.6,-8.0,-8.0,-6.6,-8.0,-9.4,-8.2,-8.0,-8.0,-6.6,-9.4,-8.8,0
-6.6,-10.5,-8.2,-5.6,-8.2,-8.8,-9.4,-6.6,-8.8,-6.6,-6.6,-8.0,-5.6,-8.8,-8.2,0
-6.6,-8.0,-6.6,-8.0,-8.0,-9.4,-6.6,-6.6,-5.6,-6.6,-5.6,-8.8,-10.9,-8.2,-8.0,0
-8.2,-8.0,-8.0,-5.6,-6.6,-5.6,-8.8,-11.8,-10.9,-10.5,-8.2,-8.0,-9.4,-6.6,-8.0,0
-6.6,-10.9,-9.4,-6.6,-6.6,-8.8,-8.0,-9.4,-10.9,-11.8,-10.9,-10.5,-10.9,-11.8,-9.4,0
-6.6,-6.6,-6.6,-10.5,-6.6,-8.2,-10.5,-6.6,-6.6,-8.0,-8.0,-6.6,-9.4,-8.8,-8.2,0
-8.8,-10.9,-10.9,-6.6,-8.0,-6.6,-5.6,-6.6,-8.0,-9.4,-6.6,-8.8,-8.2,-8.0,-5.6,0
-5.6,-8.0,-8.8,-6.6,-6.6,-5.6,-8.0,-6.6,-5.6,-8.0,-8.0,-6.6,-8.0,-8.0,-9.4,0
-5.6,-6.6,-9.4,-10.9,-6.6,-8.8,-6.6,-8.0,-8.0,-6.6,-6.6,-8.8,-5.6,-6.6,-5.6,0
-8.2,-8.8,-5.6,-6.6,-8.0,-8.0,-5.6,-8.8,-8.2,-6.6,-8.8,-8.0,-6.6,-9.4,-8.0,0
-10.5,-10.9,-6.6,-8.0,-8.0,-8.0,-6.6,-9.4,-10.9,-8.2,-9.4,-10.9,-8.2,-8.0,-5.6,0
-6.6,-6.6,-8.8,-6.6,-9.4,-8.2,-9.4,-8.2,-8.8,-8.0,-6.6,-10.5,-6.6,-8.0,-8.8,0
-8.0,-6.6,-8.0,-9.4,-8.2,-8.0,-5.6,-8.8,-11.8,-8.8,-5.6,-8.8,-11.8,-8.8,-8.0,0
-8.0,-8.0,-8.0,-5.6,-8.8,-11.8,-9.4,-6.6,-5.6,-6.6,-6.6,-9.4,-8.8,-8.2,-9.4,0
-10.5,-6.6,-8.2,-9.4,-8.0,-6.6,-5.6,-8.0,-8.8,-8.2,-8.0,-5.6,-6.6,-9.4,-10.9,0
-6.6,-6.6,-9.4,-8.2,-8.0,-6.6,-10.9,-9.4,-8.0,-8.2,-10.5,-8.2,-8.0,-8.0,-8.0,0
-11.8,-8.8,-8.0,-8.0,-5.6,-8.0,-6.6,-6.6,-9.4,-6.6,-9.4,-8.2,-6.6,-10.5,-8.2,0
-8.0,-8.8,-10.9,-10.9,-6.6,-6.6,-5.6,-6.6,-8.0,-5.6,-6.6,-5.6,-8.0,-6.6,-8.0,0
-9.4,-8.8,-10.9,-6.6,-6.6,-9.4,-10.9,-8.2,-5.6,-8.8,-11.8,-9.4,-8.0,-6.6,-8.0,0
-8.0,-6.6,-9.4,-6.6,-6.6,-8.0,-5.6,-8.0,-6.6,-9.4,-8.2,-5.6,-8.0,-8.8,-8.2,0
-6.6,-8.0,-9.4,-6.6,-6.6,-8.0,-9.4,-8.2,-9.4,-6.6,-8.0,-8.0,-8.0,-6.6,-5.6,0
-5.6,-8.2,-10.9,-9.4,-8.0,-8.8,-8.2,-5.6,-6.6,-8.0,-6.6,-9.4,-8.0,-6.6,-8.0,0
-9.4,-8.8,-8.2,-9.4,-11.8,-10.9,-8.8,-5.6,-8.8,-8.2,-8.0,-8.0,-5.6,-6.6,-5.6,0
-11.8,-10.9,-10.9,-9.4,-6.6,-5.6,-8.0,-8.0,-8.8,-11.8,-8.8,-5.6,-8.8,-11.8,-8.8,0
-8.0,-5.6,-6.6,-5.6,-8.0,-6.6,-6.6,-8.8,-8.0,-6.6,-10.9,-9.4,-6.6,-5.6,-6.6,0
-8.2,-8.8,-5.6,-6.6,-5.6,-8.0,-6.6,-6.6,-8.8,-6.6,-8.8,-8.0,-5.6,-6.6,-8.0,0
-5.6,-8.2,-8.8,-8.0,-8.0,-6.6,-10.9,-10.9,-10.9,-8.8,-8.0,-8.0,-5.6,-8.8,-8.2,0
-8.8,-11.8,-9.4,-6.6,-8.0,-6.6,-10.5,-10.9,-10.9,-11.8,-10.5,-8.2,-5.6,-8.8,-8.2,0
-8.8,-8.2,-9.4,-8.2,-9.4,-8.2,-6.6,-10.5,-11.8,-9.4,-8.2,-10.5,-8.2,-9.4,-6.6,0
-6.6,-6.6,-10.5,-11.8,-9.4,-8.2,-8.8,-6.6,-10.5,-11.8,-9.4,-8.2,-10.9,-10.5,-6.6,0
-8.0,-6.6,-9.4,-6.6,-8.0,-8.0,-6.6,-8.0,-8.0,-5.6,-8.8,-6.6,-6.6,-5.6,-8.0,0
-8.0,-8.8,-8.2,-8.0,-5.6,-8.0,-8.8,-8.2,-5.6,-8.0,-6.6,-5.6,-8.0,-6.6,-5.6,0
-8.0,-9.4,-11.8,-9.4,-6.6,-6.6,-10.9,-8.8,-5.6,-6.6,-5.6,-8.0,-6.6,-8.0,-8.0,0
-6.6,-8.8,-6.6,-9.4,-8.0,-8.0,-6.6,-8.0,-5.6,-6.6,-8.0,-6.6,-8.8,-8.0,-9.4,0
-8.2,-8.0,-5.6,-6.6,-5.6,-8.8,-6.6,-8.2,-8.8,-5.6,-8.0,-6.6,-8.0,-8.0,-5.6,0
-8.0,-8.0,-6.6,-8.0,-8.0,-9.4,-11.8,-9.4,-6.6,-8.0,-8.0,-9.4,-6.6,-8.0,-6.6,0
-8.0,-8.0,-6.6,-9.4,-11.8,-8.8,-8.0,-5.6,-8.0,-6.6,-5.6,-8.0,-8.0,-8.2,-8.8,0
-5.6,-6.6,-6.6,-10.5,-10.9,-6.6,-8.2,-9.4,-6.6,-5.6,-8.0,-6.6,-5.6,-6.6,-9.4,0
-10.9,-8.2,-9.4,-8.2,-9.4,-8.2,-8.0,-9.4,-6.6,-6.6,-9.4,-11.8,-8.8,-8.0,-8.0,0
-6.6,-6.6,-9.4,-8.8,-10.9,-6.6,-6.6,-8.0,-9.4,-10.9,-8.2,-8.0,-8.0,-9.4,-10.9,0
-8.8,-5.6,-8.2,-10.5,-10.9,-6.6,-8.8,-8.2,-9.4,-10.9,-6.6,-6.6,-8.0,-9.4,-6.6,0
-8.8,-6.6,-10.5,-6.6,-8.8,-6.6,-8.2,-10.5,-8.2,-6.6,-10.5,-6.6,-8.2,-8.8,-8.0,0
-8.0,-6.6,-5.6,-6.6,-6.6,-8.8,-5.6,-8.2,-10.9,-8.8,-6.6,-9.4,-8.8,-11.8,-9.4,0
-8.8,-5.6,-6.6,-6.6,-9.4,-8.0,-8.0,-8.0,-6.6,-8.0,-5.6,-8.0,-6.6,-6.6,-10.9,0
-8.2,-8.0,-9.4,-8.2,-8.0,-5.6,-8.0,-8.0,-8.2,-9.4,-6.6,-6.6,-10.5,-6.6,-8.2,0
-8.0,-8.0,-8.0,-5.6,-6.6,-5.6,-8.0,-8.2,-8.8,-9.4,-10.9,-6.6,-8.8,-10.9,-6.6,0
-9.4,-8.2,-9.4,-6.6,-5.6,-8.8,-6.6,-8.0,-6.6,-8.0,-5.6,-6.6,-5.6,-6.6,-9.4,0
-8.0,-6.6,-8.8,-8.0,-6.6,-8.8,-8.0,-8.0,-5.6,-8.0,-8.0,-8.0,-8.8,-6.6,-8.2,0
-5.6,-6.6,-5.6,-8.2,-9.4,-8.0,-8.0,-6.6,-8.0,-5.6,-6.6,-5.6,-6.6,-5.6,-8.8,0
-8.8,-6.6,-6.6,-5.6,-6.6,-5.6,-8.0,-8.0,-6.6,-8.0,-5.6,-6.6,-5.6,-8.2,-8.8,0
-6.6,-5.6,-8.0,-8.0,-8.0,-8.0,-6.6,-6.6,-10.9,-8.8,-9.4,-6.6,-8.0,-8.0,-8.2,0
-9.4,-6.6,-8.0,-8.0,-8.2,-8.8,-5.6,-8.8,-8.2,-6.6,-10.5,-10.9,-6.6,-8.0,-6.6,0
-9.4,-8.0,-8.8,-10.9,-8.2,-5.6,-6.6,-8.0,-9.4,-6.6,-6.6,-5.6,-8.2,-9.4,-8.0,0
-8.2,-8.0,-5.6,-8.0,-8.0,-8.8,-8.2,-5.6,-6.6,-6.6,-8.8,-8.0,-8.0,-6.6,-8.8,0
-8.0,-8.0,-9.4,-6.6,-8.2,-9.4,-8.2,-9.4,-6.6,-8.0,-8.0,-9.4,-8.2,-8.0,-5.6,0
-9.4,-6.6,-8.0,-6.6,-8.8,-8.0,-9.4,-6.6,-8.0,-6.6,-6.6,-8.8,-8.0,-9.4,-10.9,0
-6.6,-8.8,-10.9,-6.6,-8.0,-8.0,-8.8,-8.2,-8.0,-9.4,-10.9,-6.6,-8.0,-6.6,-9.4,0
-8.0,-5.6,-8.0,-8.0,-8.8,-6.6,-8.2,-8.8,-8.0,-8.0,-8.0,-8.0,-5.6,-6.6,-8.0,0
-8.0,-5.6,-8.0,-8.0,-8.0,-6.6,-5.6,-8.2,-8.8,-8.0,-5.6,-8.0,-6.6,-8.0,-9.4,0
-6.6,-6.6,-8.8,-5.6,-6.6,-8.0,-5.6,-6.6,-5.6,-8.8,-6.6,-6.6,-5.6,-6.6,-5.6,0
-6.6,-10.5,-10.9,-8.2,-9.4,-6.6,-8.8,-8.2,-6.6,-10.9,-9.4,-8.0,-6.6,-6.6,-10.9,0
-5.6,-8.8,-8.2,-9.4,-10.9,-6.6,-6.6,-5.6,-8.0,-8.2,-8.8,-8.0,-9.4,-11.8,-10.5,0
-8.8,-8.2,-5.6,-8.0,-8.8,-6.6,-6.6,-8.0,-5.6,-6.6,-5.6,-6.6,-8.0,-5.6,-8.0,0
