0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,target
38.9,41.31,32.91,31.12,38.9,41.41,41.31,38.9,31.12,41.41,33.81,41.41,34.96,41.31,33.81,0
41.41,31.12,33.28,38.9,32.15,31.12,38.9,38.9,33.28,32.15,38.5,34.96,41.41,33.81,41.41,0
41.41,33.81,41.41,38.5,41.41,31.12,32.91,41.31,38.9,32.15,34.96,41.31,32.15,38.5,34.96,0
33.28,38.9,38.9,38.9,32.15,41.31,31.12,32.15,38.9,41.41,38.5,41.41,33.81,41.31,32.15,0
31.12,32.91,38.5,32.15,41.31,32.15,41.41,38.5,41.41,33.81,41.31,32.15,33.28,32.15,41.31,0
41.31,33.81,41.41,38.5,32.15,38.9,38.9,33.28,32.15,34.96,41.31,38.9,33.81,38.9,38.9,0
41.41,31.12,38.9,33.28,33.81,41.41,41.31,31.12,32.15,33.28,33.81,38.9,41.31,41.41,32.15,0
32.15,38.9,33.28,38.9,33.81,38.9,41.41,38.5,34.96,32.15,33.28,31.12,41.41,38.9,38.9,0
38.5,34.96,34.96,32.15,33.28,33.81,38.9,33.28,31.12,41.41,38.9,32.15,31.12,33.28,33.81,0
33.81,41.31,32.15,33.28,38.9,38.9,32.15,34.96,41.31,33.81,38.9,33.28,31.12,32.91,41.31,0
31.12,32.91,34.96,41.31,33.81,41.31,41.41,33.81,33.28,32.15,31.12,41.31,41.41,38.9,38.9,0
31.12,38.9,41.31,41.41,38.9,32.15,31.12,38.9,38.9,33.28,38.9,38.9,33.81,33.28,38.9,0
41.31,33.81,33.28,38.9,38.9,33.81,38.9,38.9,41.31,32.15,38.9,38.9,33.28,33.81,33.28,0
32.15,31.12,38.9,38.9,41.41,41.31,33.81,41.31,32.91,38.5,34.96,34.96,41.41,38.9,38.9,0
32.15,41.31,33.81,38.9,38.9,41.41,34.96,41.31,38.9,31.12,32.15,41.31,41.41,31.12,32.15,0
41.31,32.91,31.12,33.28,38.9,33.81,41.41,41.31,31.12,41.41,33.81,33.28,38.9,38.9,33.81,0
31.12,38.9,33.28,33.81,41.41,41.31,33.81,38.9,38.9,33.28,31.12,41.41,38.9,33.81,41.31,0
38.9,32.15,31.12,33.28,31.12,41.41,33.81,33.28,38.9,33.81,38.9,33.28,33.81,33.28,33.81,0
32.15,33.28,33.81,41.31,32.15,33.28,38.9,31.12,32.15,33.28,31.12,41.41,33.81,38.9,38.9,0
32.15,33.28,31.12,32.15,38.9,41.41,34.96,31.12,41.41,41.31,31.12,32.91,38.5,32.15,41.41,0
33.81,33.28,33.81,41.41,31.12,41.31,32.15,33.28,33.81,38.9,41.41,31.12,38.9,41.31,41.41,0
41.41,31.12,41.31,32.15,33.28,38.9,38.9,32.15,38.5,34.96,41.41,38.9,38.9,33.81,38.9,0
41.31,38.9,33.81,41.31,32.15,33.28,38.9,31.12,32.15,38.9,38.9,33.28,32.15,31.12,33.28,0
32.15,38.5,41.41,33.81,33.28,32.15,38.5,32.91,38.5,41.41,33.81,38.9,33.28,38.9,32.15,0
33.28,33.81,38.9,41.31,41.41,33.81,41.41,34.96,34.96,34.96,41.31,32.15,31.12,41.31,32.91,0
31.12,34.96,32.15,33.28,33.81,33.28,32.15,41.31,38.9,31.12,32.91,41.31,31.12,34.96,32.15,0
38.9,38.9,32.15,34.96,31.12,41.31,32.91,34.96,34.96,41.31,31.12,32.15,33.28,31.12,34.96,0
31.12,32.15,38.9,41.31,32.91,41.31,32.15,34.96,38.5,32.91,41.31,38.9,32.15,38.5,41.41,0
33.81,33.28,38.9,38.9,33.81,38.9,41.41,41.31,31.12,32.15,38.9,33.28,32.15,34.96,38.5,0
38.9,33.81,41.31,34.96,41.41,31.12,32.15,41.31,41.41,33.81,41.31,34.96,32.15,33.28,33.81,0
31.12,38.9,38.9,41.41,31.12,41.41,41.31,31.12,41.41,38.9,38.9,32.15,41.31,31.12,41.41,0
33.81,38.9,33.28,38.9,32.15,31.12,38.9,38.9,33.28,33.81,41.31,32.15,38.9,38.9,38.9,0
32.15,34.96,41.31,38.9,32.15,41.31,38.9,32.15,31.12,41.31,34.96,32.15,41.31,32.15,41.41,0
31.12,41.31,34.96,32.91,41.31,38.9,38.9,32.15,41.31,33.81,41.41,31.12,41.41,41.31,31.12,0
32.15,41.31,31.12,32.15,41.31,32.91,41.31,33.81,38.9,38.9,33.28,31.12,41.41,33.81,41.31,0
41.31,32.15,34.96,38.5,41.41,32.15,41.31,31.12,32.91,31.12,33.28,33.81,41.31,34.96,34.96,0
32.91,31.12,41.31,32.91,34.96,38.5,34.96,41.41,38.9,38.9,33.81,41.31,32.91,41.31,32.15,0
32.15,31.12,41.41,41.31,33.81,41.31,32.91,41.31,33.81,38.9,41.31,41.41,31.12,41.41,33.81,0
32.91,34.96,38.5,41.41,38.9,33.81,38.9,41.41,31.12,38.9,38.9,41.41,34.96,31.12,33.28,0
32.15,34.96,31.12,38.9,41.31,41.41,32.15,31.12,33.28,32.15,41.31,33.81,38.9,41.31,32.91,0
41.41,33.81,41.31,41.41,31.12,32.15,38.9,38.9,38.9,38.9,41.31,32.91,31.12,38.9,33.28,0
38.9,41.41,31.12,38.9,41.31,32.15,41.31,34.96,34.96,32.15,33.28,38.9,33.81,38.9,33.28,0
38.9,33.28,33.81,38.9,38.9,33.28,38.9,31.12,34.96,32.15,38.9,41.41,38.5,34.96,32.15,0
34.96,41.31,31.12,32.15,41.31,32.15,33.28,38.9,33.81,38.9,38.9,33.28,31.12,41.41,38.9,0
33.81,33.28,31.12,41.41,32.15,31.12,33.28,32.15,31.12,33.28,33.81,33.28,33.81,41.31,34.96,0
33.81,33.28,38.9,38.9,33.81,41.31,41.41,32.15,41.31,38.9,31.12,32.15,33.28,32.15,34.96,0
31.12,38.9,33.28,38.9,38.9,38.9,31.12,41.41,38.9,32.15,38.5,32.91,41.31,38.9,38.9,0
33.81,41.31,34.96,32.15,41.41,31.12,33.28,33.81,41.31,34.96,32.15,38.9,41.31,32.15,41.31,0
33.81,33.28,32.15,38.5,32.15,33.28,38.9,33.81,33.28,33.81,38.9,41.41,41.31,33.81,41.41,0
41.41,41.31,32.15,38.5,32.91,41.31,38.9,32.15,34.96,31.12,41.41,34.96,34.96,41.31,33.81,0
41.31,32.15,33.28,38.9,33.81,33.28,33.81,33.28,31.12,34.96,34.96,41.41,33.81,38.9,41.31,0
31.12,32.91,31.12,38.9,41.41,41.31,33.81,38.9,41.31,32.15,41.31,32.15,38.9,33.28,38.9,0
33.28,31.12,34.96,32.15,33.28,33.81,41.31,41.41,38.9,32.15,38.5,41.41,38.9,38.9,33.81,0
33.81,41.31,32.15,33.28,38.9,32.15,38.5,41.41,38.9,32.15,41.31,31.12,32.15,41.41,34.96,0
33.81,38.9,41.41,41.31,38.9,38.9,38.9,31.12,32.91,31.12,38.9,33.28,32.15,31.12,38.9,0
41.31,33.81,38.9,38.9,33.28,38.9,33.81,33.28,32.15,41.31,38.9,38.9,32.15,31.12,41.31,0
31.12,41.41,41.31,38.9,33.81,33.28,31.12,32.91,31.12,33.28,33.81,38.9,33.28,38.9,38.9,0
31.12,38.9,33.28,38.9,38.9,33.81,41.31,41.41,33.81,38.9,41.31,32.91,38.5,41.41,33.81,0
32.15,41.31,32.15,41.31,41.41,38.9,33.81,33.28,38.9,38.9,32.15,31.12,38.9,41.41,31.12,0
41.41,33.81,38.9,41.41,41.31,32.15,31.12,41.41,34.96,31.12,41.31,32.15,38.9,38.9,33.28,0
38.9,41.31,41.41,38.9,32.15,41.31,33.81,33.28,32.15,38.5,32.91,41.31,32.15,31.12,38.9,0
33.28,33.81,38.9,38.9,38.9,38.9,41.31,32.15,33.28,32.15,31.12,38.9,33.28,32.15,31.12,0
32.15,41.41,38.5,34.96,34.96,32.91,31.12,41.41,34.96,41.31,33.81,33.28,33.81,38.9,33.28,0
33.81,38.9,38.9,38.9,41.41,38.5,34.96,34.96,41.41,32.15,34.96,41.31,31.12,32.15,41.41,0
32.15,31.12,38.9,38.9,33.28,33.81,41.41,31.12,38.9,38.9,33.28,31.12,32.91,41.31,33.81,0
32.91,41.31,31.12,34.96,32.15,33.28,31.12,41.41,33.81,38.9,41.41,41.31,38.9,33.81,38.9,0
38.9,33.28,33.81,41.31,32.15,41.31,34.96,41.41,33.81,38.9,41.41,31.12,41.31,32.91,31.12,0
38.9,41.31,41.41,33.81,38.9,38.9,41.31,41.41,38.9,38.9,31.12,41.41,32.15,38.5,32.15,0
38.9,38.9,31.12,32.15,38.9,41.31,32.15,33.28,33.81,38.9,41.41,41.31,33.81,41.31,34.96,0
33.28,33.81,41.41,41.31,38.9,32.15,41.31,33.81,33.28,31.12,32.91,41.31,38.9,38.9,33.81,0
33.28,38.9,38.9,32.15,34.96,31.12,41.41,34.96,41.31,32.15,41.31,33.81,41.41,38.5,34.96,0
33.28,38.9,32.15,38.5,32.91,34.96,41.31,31.12,32.91,38.5,32.15,41.31,32.15,33.28,32.15,0
32.15,41.41,41.31,32.15,38.5,34.96,32.15,41.41,34.96,31.12,38.9,41.41,31.12,41.41,34.96,0
38.5,41.41,31.12,32.15,38.9,38.9,33.28,38.9,31.12,41.41,38.9,38.9,32.15,31.12,41.31,0
32.15,38.5,41.41,33.81,41.41,41.31,31.12,32.15,41.31,32.15,33.28,38.9,33.81,41.31,41.41,0
32.15,38.9,33.28,38.9,38.9,31.12,32.15,33.28,33.81,33.28,33.81,41.31,34.96,41.41,38.9,0
41.41,38.9,38.9,33.81,33.28,33.81,41.31,32.91,34.96,38.5,41.41,38.9,31.12,32.15,38.9,0
32.15,34.96,31.12,33.28,32.15,41.31,38.9,31.12,34.96,32.91,34.96,38.5,34.96,32.91,31.12,0
32.15,33.28,32.15,38.5,32.15,41.41,38.5,32.15,33.28,38.9,38.9,32.15,31.12,41.31,41.41,0
41.31,34.96,34.96,32.15,38.9,33.28,33.81,33.28,38.9,31.12,32.15,41.31,41.41,38.9,33.81,0
33.81,38.9,41.31,32.15,33.28,33.81,38.9,33.28,33.81,38.9,38.9,33.28,38.9,38.9,31.12,0
33.81,33.28,31.12,34.96,32.15,41.31,32.15,38.9,38.9,33.28,32.15,41.31,33.81,33.28,33.81,0
41.41,41.31,33.81,33.28,38.9,38.9,33.81,41.31,41.41,32.15,41.31,38.9,32.15,31.12,38.9,0
38.5,34.96,32.15,38.9,38.9,38.9,33.28,31.12,34.96,41.41,31.12,34.96,41.41,38.9,33.81,0
33.28,32.15,41.31,32.15,31.12,41.41,31.12,41.41,41.31,38.9,32.15,38.5,32.15,38.9,41.31,0
38.9,33.28,38.9,31.12,41.41,38.9,33.81,41.31,32.91,41.31,33.81,41.31,32.91,41.31,38.9,0
38.9,38.9,38.9,33.81,41.31,32.91,31.12,33.28,33.81,33.28,32.15,31.12,41.31,41.41,31.12,0
38.5,32.15,41.41,31.12,38.9,33.28,33.81,38.9,41.31,41.41,38.9,33.81,33.28,31.12,34.96,0
32.15,33.28,31.12,41.41,38.9,32.15,34.96,31.12,38.9,41.41,38.5,41.41,38.9,38.9,38.9,0
32.91,41.31,38.9,38.9,33.81,38.9,33.28,32.15,31.12,33.28,31.12,41.41,32.15,38.5,41.41,0
38.9,41.31,34.96,34.96,32.15,33.28,33.81,33.28,38.9,33.81,33.28,33.81,38.9,33.28,38.9,0
31.12,41.31,34.96,32.15,33.28,31.12,34.96,41.41,33.81,41.31,32.91,31.12,38.9,33.28,38.9,0
38.9,33.28,31.12,32.15,33.28,38.9,33.81,38.9,33.28,31.12,41.41,33.81,38.9,41.31,41.41,0
33.28,38.9,31.12,32.15,33.28,38.9,31.12,41.41,31.12,32.15,38.9,38.9,38.9,33.28,33.81,0
33.81,41.41,34.96,31.12,38.9,41.31,41.41,33.81,33.28,38.9,32.15,31.12,38.9,33.28,38.9,0
31.12,41.31,41.41,31.12,32.91,34.96,41.31,33.81,41.31,41.41,38.9,38.9,33.81,33.28,33.81,0
32.91,34.96,34.96,31.12,33.28,33.81,38.9,38.9,41.31,32.91,41.31,33.81,41.31,32.91,41.31,0
38.9,33.81,33.28,33.81,38.9,33.28,32.15,41.31,38.9,32.15,34.96,31.12,33.28,33.81,33.28,0
41.41,41.31,33.81,33.28,33.81,38.9,33.28,32.15,41.31,32.15,41.31,38.9,33.81,33.28,38.9,0
33.81,41.41,41.31,38.9,38.9,32.15,34.96,34.96,34.96,41.31,38.9,38.9,33.81,41.31,41.41,0
41.31,32.91,31.12,33.28,38.9,32.15,38.5,34.96,34.96,32.91,38.5,41.41,33.81,41.31,41.41,0
41.31,41.41,31.12,41.41,31.12,41.41,32.15,38.5,32.91,31.12,41.41,38.5,41.41,31.12,32.15,0
33.28,32.15,38.5,32.91,31.12,41.41,41.31,32.15,38.5,32.91,31.12,41.41,34.96,38.5,32.15,0
38.9,33.28,31.12,32.15,38.9,38.9,33.28,38.9,38.9,33.81,41.31,32.15,33.28,33.81,38.9,0
38.9,41.31,41.41,38.9,33.81,38.9,41.31,41.41,33.81,38.9,33.28,33.81,38.9,33.28,33.81,0
38.9,31.12,32.91,31.12,33.28,32.15,34.96,41.31,33.81,33.28,33.81,38.9,33.28,38.9,38.9,0
32.15,41.31,32.15,31.12,38.9,38.9,33.28,38.9,33.81,33.28,38.9,32.15,41.31,38.9,31.12,0
41.41,38.9,33.81,33.28,33.81,41.31,32.15,41.41,41.31,33.81,38.9,33.28,38.9,38.9,33.81,0
38.9,38.9,33.28,38.9,38.9,31.12,32.91,31.12,33.28,38.9,38.9,31.12,32.15,38.9,33.28,0
38.9,38.9,33.28,31.12,32.91,41.31,38.9,33.81,38.9,33.28,33.81,38.9,38.9,41.41,41.31,0
33.81,33.28,32.15,38.5,34.96,32.15,41.41,31.12,33.28,33.81,38.9,33.28,33.81,33.28,31.12,0
34.96,41.41,31.12,41.41,31.12,41.41,38.9,31.12,32.15,33.28,31.12,32.91,41.31,38.9,38.9,0
33.28,32.15,31.12,41.31,34.96,32.15,33.28,38.9,31.12,34.96,41.41,38.9,38.9,31.12,34.96,0
41.31,33.81,41.41,38.5,34.96,32.15,41.31,41.41,31.12,34.96,32.15,33.28,38.9,31.12,32.15,0
41.31,32.15,38.5,32.15,41.31,32.15,41.41,38.5,41.41,32.15,38.5,32.15,41.41,41.31,38.9,0
38.9,33.28,33.81,33.28,32.15,41.31,33.81,41.41,34.96,41.31,32.15,31.12,41.31,32.91,31.12,0
41.31,33.81,33.28,32.15,31.12,38.9,38.9,38.9,33.28,38.9,33.81,38.9,33.28,32.15,34.96,0
41.41,38.9,31.12,41.41,38.9,33.81,38.9,38.9,41.41,31.12,33.28,32.15,38.5,32.15,41.41,0
38.9,38.9,38.9,33.81,33.28,33.81,38.9,41.41,41.31,31.12,34.96,32.15,41.31,34.96,32.15,0
31.12,41.41,31.12,33.28,33.81,41.31,32.15,38.9,33.28,38.9,33.81,33.28,33.81,33.28,31.12,0
38.9,32.15,41.31,38.9,32.15,41.31,38.9,38.9,33.81,38.9,38.9,38.9,41.31,32.15,41.41,0
33.81,33.28,33.81,41.41,31.12,38.9,38.9,33.28,38.9,33.81,33.28,33.81,33.28,33.81,41.31,0
41.31,32.15,33.28,33.81,33.28,33.81,38.9,38.9,33.28,38.9,33.81,33.28,33.81,41.41,41.31,0
33.28,33.81,38.9,38.9,38.9,38.9,33.28,32.15,34.96,41.31,31.12,32.15,38.9,38.9,41.41,0
31.12,32.15,38.9,38.9,41.41,41.31,33.81,41.31,41.41,32.15,38.5,34.96,32.15,38.9,33.28,0
31.12,38.9,41.31,34.96,41.41,33.81,33.28,38.9,31.12,32.15,33.28,33.81,41.41,31.12,38.9,0
41.41,38.9,33.81,38.9,38.9,41.31,41.41,33.81,33.28,32.15,41.31,38.9,38.9,32.15,41.31,0
38.9,38.9,31.12,32.15,41.41,31.12,41.41,31.12,33.28,38.9,38.9,31.12,41.41,38.9,33.81,0
31.12,33.28,38.9,32.15,41.31,38.9,31.12,32.15,38.9,33.28,32.15,41.31,38.9,31.12,34.96,0
32.15,41.31,34.96,32.15,38.9,38.9,41.31,41.41,38.9,31.12,34.96,32.15,38.9,33.28,31.12,0
38.9,33.81,38.9,38.9,41.31,32.15,41.41,41.31,38.9,38.9,38.9,38.9,33.81,33.28,38.9,0
38.9,33.81,38.9,38.9,38.9,33.28,33.81,41.41,41.31,38.9,33.81,38.9,33.28,38.9,31.12,0
33.28,32.15,41.31,33.81,33.28,38.9,33.81,33.28,33.81,41.31,32.15,33.28,33.81,33.28,33.81,0
32.15,38.5,34.96,41.41,31.12,32.15,41.31,41.41,32.15,34.96,31.12,38.9,33.28,32.15,34.96,0
33.81,41.31,41.41,31.12,34.96,32.15,33.28,33.81,38.9,41.41,41.31,38.9,31.12,32.91,38.5,0
41.31,41.41,33.81,38.9,41.31,32.15,33.28,38.9,33.81,33.28,33.81,33.28,38.9,33.81,38.9,0
33.28,33.81,38.9,38.9,38.9,38.9,38.9,41.41,31.12,41.31,32.15,33.28,38.9,33.81,41.41,0
38.9,33.28,31.12,34.96,32.91,34.96,38.5,34.96,41.41,38.9,38.9,38.9,33.81,38.9,38.9,0
32.15,33.28,38.9,31.12,32.15,33.28,33.81,33.28,38.9,33.81,38.9,41.31,32.91,31.12,38.9,0
41.41,31.12,41.41,31.12,41.31,41.41,32.15,38.5,41.41,32.15,41.31,31.12,41.41,38.9,32.15,0
32.91,31.12,41.41,41.31,31.12,32.91,41.31,38.9,33.81,33.28,33.81,33.28,31.12,32.91,34.96,0
31.12,41.41,38.9,32.15,31.12,38.9,38.9,41.31,34.96,32.15,38.9,38.9,38.9,38.9,41.31,0
38.9,38.9,32.15,34.96,38.5,32.15,41.31,41.41,31.12,32.91,38.5,32.91,31.12,41.41,38.5,0
32.15,38.5,32.91,34.96,41.31,38.9,32.15,34.96,38.5,34.96,34.96,32.15,38.9,41.31,41.41,0
33.81,38.9,33.28,38.9,38.9,38.9,31.12,34.96,32.91,31.12,38.9,41.41,34.96,31.12,33.28,0
41.31,32.15,34.96,34.96,31.12,33.28,33.81,41.41,38.5,34.96,34.96,41.41,31.12,41.41,38.9,0
41.41,34.96,38.5,32.91,38.5,32.15,33.28,38.9,38.9,32.15,38.5,34.96,32.91,41.31,38.9,0
41.31,41.41,38.9,32.15,38.5,32.91,34.96,41.31,38.9,31.12,32.15,38.9,41.31,34.96,34.96,0
38.9,41.31,34.96,34.96,34.96,41.41,33.81,33.28,32.15,34.96,41.31,32.15,41.31,31.12,34.96,0
41.31,38.9,32.15,41.31,31.12,32.15,41.41,31.12,38.9,33.28,38.9,33.81,38.9,33.28,38.9,0
38.9,33.28,38.9,38.9,31.12,41.41,38.9,32.15,38.5,32.15,41.31,32.15,41.31,41.41,38.9,0
41.41,31.12,32.15,41.41,34.96,41.31,38.9,38.9,38.9,33.81,41.31,34.96,32.15,38.9,33.28,0
41.31,32.91,31.12,41.31,32.15,38.9,41.31,32.15,38.9,38.9,41.41,31.12,33.28,31.12,41.41,0
31.12,41.41,34.96,41.31,32.15,31.12,41.31,32.15,38.9,38.9,33.28,32.15,34.96,38.5,41.41,0
41.41,38.5,32.15,38.9,38.9,33.28,33.81,33.28,33.81,33.28,32.15,31.12,41.41,41.31,33.81,0
41.31,31.12,32.91,34.96,38.5,32.15,33.28,31.12,32.15,38.9,41.31,32.15,33.28,38.9,32.15,0
41.31,41.41,33.81,33.28,38.9,33.81,33.28,31.12,32.91,34.96,38.5,32.15,41.31,32.91,34.96,0
31.12,33.28,33.81,41.31,32.15,33.28,32.15,41.31,38.9,38.9,33.81,38.9,41.41,41.31,33.81,0
38.9,38.9,31.12,32.91,41.31,38.9,32.15,41.31,38.9,33.81,38.9,41.31,41.41,32.15,31.12,0
38.9,38.9,33.81,33.28,32.15,41.31,33.81,33.28,31.12,32.15,41.31,41.41,32.15,34.96,41.31,0
33.81,33.28,38.9,33.81,33.28,38.9,33.81,41.41,38.5,41.41,31.12,32.91,41.31,33.81,33.28,0
33.28,38.9,32.15,41.31,38.9,33.81,38.9,33.28,33.81,38.9,41.41,38.5,41.41,31.12,41.41,0
33.81,41.41,41.31,38.9,32.15,31.12,33.28,32.15,31.12,41.31,34.96,41.41,38.9,38.9,32.15,0
41.41,33.81,38.9,38.9,38.9,41.41,41.31,31.12,32.15,38.9,33.28,33.81,41.41,31.12,33.28,0
38.9,38.9,32.15,34.96,31.12,38.9,41.31,32.91,34.96,34.96,38.5,41.41,33.81,33.28,38.9,0
33.28,31.12,34.96,32.15,33.28,38.9,38.9,38.9,38.9,38.9,32.15,31.12,38.9,38.9,33.28,0
32.15,31.12,41.41,31.12,38.9,33.28,33.81,41.41,31.12,33.28,38.9,33.81,38.9,41.41,34.96,0
41.31,33.81,33.28,38.9,38.9,33.81,38.9,33.28,33.81,41.31,34.96,32.15,33.28,33.81,41.31,0
31.12,32.15,38.9,38.9,38.9,38.9,33.28,32.15,41.31,33.81,33.28,32.15,31.12,33.28,38.9,0
41.31,32.91,31.12,33.28,38.9,38.9,38.9,33.81,33.28,33.81,41.31,32.91,31.12,38.9,41.31,0
33.81,38.9,33.28,38.9,31.12,41.41,38.9,33.81,33.28,38.9,31.12,32.15,33.28,38.9,38.9,0
41.31,32.15,41.41,41.31,32.15,31.12,38.9,33.28,32.15,41.31,38.9,33.81,38.9,33.28,38.9,0
33.28,38.9,32.15,41.31,33.81,41.41,41.31,31.12,32.15,33.28,32.15,31.12,38.9,33.28,33.81,0
41.31,31.12,32.15,38.9,38.9,33.28,38.9,38.9,38.9,33.81,33.28,38.9,33.81,33.28,38.9,0
41.41,33.81,38.9,33.28,31.12,34.96,32.15,33.28,38.9,33.81,33.28,32.15,41.31,38.9,31.12,0
38.9,33.81,41.31,41.41,31.12,41.41,33.81,41.41,34.96,41.31,38.9,38.9,31.12,41.41,33.81,0
33.28,38.9,31.12,41.41,38.9,38.9,38.9,38.9,38.9,31.12,32.15,33.28,33.81,33.28,31.12,0
32.15,41.31,32.15,41.31,38.9,38.9,33.81,38.9,33.28,31.12,32.15,33.28,33.81,33.28,33.81,0
41.31,33.81,38.9,33.28,33.81,33.28,38.9,33.81,33.28,33.81,38.9,38.9,41.41,31.12,33.28,0
41.41,38.9,32.15,31.12,38.9,41.31,32.15,33.28,38.9,33.81,38.9,33.28,38.9,33.81,41.31,0
